ID,Target
ID_UtmAlmUY, na mi be ame o elabe ame hã 
ID_UvVIghAl, esi menɔ esi menɔ esi menɔ esi wonɔ esi wonɔ esi 
ID_UwrSHCZj, Esi nɔ eƒe esi me wole eƒe me nae ɖe o 
ID_UxypzKzQ, esi menɔ esi menɔ esi menɔ eƒe me nae ɖe eƒe m
ID_UyQqHOLX," le la la, sia me la, be ƒe ene o elabe ame ƒe h"
ID_UzyqqWFZ, ame siwo katã le na wo la amewo be amewo ƒe ny
ID_VAiAgwgD," na wo la o la, ekem woƒe woƒe susu le eƒe gbe m"
ID_VBBPShus," ke hã mekpɔ be eƒe me la, be ame o be ame ne a"
ID_VBGfHrkL, nye kple nye me le eƒe me hafi wo 
ID_VCLbZTjg, ame siwo katã be ame siwo va yi la dzi be wo o 
ID_VDrsDCcd," Esi la, eƒe ene "
ID_VDvhkPVp, ke ƒe esi wogblɔ be la wonɔ esi wonɔ esi wonɔ esi 
ID_VFMrbLTq," esi menɔ eƒe le esi nye me la, be be woaɖe ene l"
ID_VFRNmFCe, ele dɔ wɔm le eƒe agbe wɔm le dɔ wɔm o 
ID_VFjDhcdA, ke hã nye be nye me hã 
ID_VGEzrHwD, nye me le eƒe me ne nye me be ame o gake ame a
ID_VGsQOKHf," esi menɔ nye me la, evelia le la le nye me be w"
ID_VIAIKfyT, ne na la hã va ƒe eƒe gbe me le esi be la ne w
ID_VJSIoZha, nye le eƒe eƒe gbe la le eƒe gbe la gbe me ne ny
ID_VMFoEHUI, ele be nu si le eƒe eƒe gbe me le eƒe gbe me 
ID_VNJbsTDq, esi wonɔ eƒe esi wonɔ esi wonɔ esi wonɔ esi wonɔ
ID_VNNCkBMu," ke hã nye be me la, ame asi o "
ID_VNjPOPOx, nye kple le eƒe eƒe gbe me la ne nye me be ame
ID_VOqcSZrp, ame sia 
ID_VQFGSBQC, esia menye be ame siwo le eƒe agbe me le la o ha
ID_VQoPmZMU," nu ka ka ŋu gblɔ be, "
ID_VSNmotPr, 
ID_VUKGaAgV, eye nu ka 
ID_VUPQizwi, esia nye be le eƒe me la ne nye la le eƒe agbe m
ID_VUijckLI, eye ke hã nye me be eƒe eƒe me o 
ID_VVGEzWPQ, ebe le esi ame ame siwo menɔ la kpɔ le me ɖe eƒe
ID_VWYcHWeJ, ke hã nye be nye me be ame ame aɖeke ne nye m
ID_VXdMriZN, nye eye nye be nye le me o hã wole la 
ID_VZFyLLdP," ne nye hã la, be ame ame aɖe si wole la menye b"
ID_VaVLxftb, ke me ne o 
ID_VcREzroz, nye nye me le o 
ID_VdQhKMJp, nye be nye me le me be nye me be ame ame aɖeke o
ID_VdqgehAl, ele dɔ le esi me be eƒe gbe me ne wo gbe me o 
ID_VeIYvCdp," esi me la, asi ɖe o elabe ame ŋu ha la le eƒe eƒe "
ID_VeNawIwH, ele eƒe nu 
ID_VfNOXyKS, nye nye me o 
ID_VfTezxvN, la nɔ eƒe eƒe esi nye me wonɔ esi menɔ esi menɔ
ID_VgapIjmG, ele be be le eƒe eƒe gbe la le eƒe gbe me be la
ID_VhPgBJKC, nye kple nye le eƒe me le esi nye me be nye gbe 
ID_VhPplYDH, nye kple nye me le eƒe eƒe me ne nye me be ame 
ID_VhXezJwu," nye nye me le esi nye me be wo gbe la, be wo a"
ID_VhhTBzTF, nye be le eƒe gbe la gbe gbe gbe gbe gbe enyi 
ID_VhmsvjIU, nye nye me 
ID_VjyuWChx, nu sia nu ne ame aɖe si le la 
ID_VkAvdrsd," ke ne na la, be ame siwo ne la va yi eƒe me na "
ID_VkEDudeO, nye me be ame ame siwo le la ne nye la amewo w
ID_VkMXLGPT," ne ne le la, nye be nye le eƒe me la le eƒe gb"
ID_VkNFFyiH," ne la, be ame aɖeke mele abe ene o "
ID_VkmkhcWu," le la me la, ame siwo wole ƒe be me ne la amew"
ID_VlNnUxRo," gake esia nye be la ame ame aɖeke ne o la, "
ID_VleeudaN," esi esi la, mekpɔ le esi wonɔ esi wonɔ esi menɔ"
ID_VlpOCqte, nye ŋu la ame ƒe ha eve le nye me be eƒe me be
ID_VmAwMDkB, ele be la ƒe nya la o eye ame 
ID_VmBxCIKr, nye be nye me le la wo susu 
ID_VnxglKAh, ele be ame siwo le eƒe le eƒe gbe me be la ame ɖe
ID_VnzpvfbN, ame sia ame siwo le la ame aɖeke mele eme le em
ID_VpFYAESa, nye kple o eye be ame ŋu ha la wo be wo eƒe susu
ID_VpeaMvkc," Esi la, esi wonɔ esi wonɔ la wonɔ yeƒe la ene la"
ID_VplVtusd, le la me ne ame aɖe si le la amewo wɔ dɔ wɔm 
ID_VqQuvpgi, la mele abe ene o 
ID_VsLkNeyJ, le na la na be ame aɖe si wole la le esi wole l
ID_VtOiHYKY," ne ne na la, be ame aɖe la, be ame aɖe ƒe gbe m"
ID_VvbUvwgw, nye me o eye be 
ID_VwCgTuNF, la wɔ dɔ le esi me wole la 
ID_VwPQnzlf, esia nye me hã 
ID_VzXfifuv," ne ne na la, ame siwo va ɖe edzi la, be ame aɖe"
ID_VziPKviH, na be la ame ƒe eƒe gbe la le esi menɔ me ne w
ID_VzmYoZGF, ne ame si ne le la ɖe eƒe dzi be la ame ɖe eƒe
ID_WASwzNPE, gake nye le nye me o gake wole la 
ID_WAfUVaYb," ele be nye me be eƒe gbe la, eƒe be eƒe gbe me ne "
ID_WBAFbgmQ, nye be nye me le me be ame aɖeke mele o la wol
ID_WBBnKbPQ, nu ka nye nu 
ID_WDbPMpwT, na be ame sia ame si le la wole la va asi ɖe ɖe
ID_WELgWZTO, na be ame siwo le me na la amewo ƒe be be ame ame a
ID_WGTERZVm, nye nye kple le eƒe eƒe eƒe gbe me ɖe wo gbe m
ID_WHKnTcKl," ne la, ne la, be ame ene la mele le abe ene o l"
ID_WHooYQHN, nye kple o eye be la wole ɖe eƒe eƒe me ɖe wo ŋ
ID_WJLEpOyU, la ƒe alesi ne ƒe nya la va yi la le esi menɔ m
ID_WJmONqmH, ke hã nye 
ID_WKDEfqtY, la va asi ɖe esi be la wo eƒe susu le eƒe agbe me 
ID_WLQaEnvx, ele dɔ le abe ene o eye be ame ene o 
ID_WMFBywZn, nye nye kple le nye me eye nye be nye eƒe me be
ID_WMXgSJrx," le esi nye me la, ame aɖe si le be nye me be w"
ID_WMxavljL, esi wonɔ eƒe esi wonɔ nye me nae la va yi 
ID_WNJCMchH," ne nye le la, esia nye me be la wole la kpɔ o ey"
ID_WNbjoZvM, esia nye be ame aɖe si le la ne nye la le eƒe 
ID_WRFnVOhl," Esi esi la, metsɔ ƒe nye me la, be la amewo ƒe"
ID_WTPxrENW," ame siwo katã le la, be ame sia le eƒe me le eƒe"
ID_WUOkUwwf, ele la ɖe to eƒe eƒe eƒe gbe la le eƒe eƒe gbe m
ID_WVLiogro," be ame aɖeke ne ame aɖeke mele o la, be ame o "
ID_WWZGwYQe, ne ame aɖe si woyi la kpɔ o la to ɖa le 
ID_WWactmfK," esi wonɔ esi wonɔ esi wonɔ esi wonɔ ene la, ny"
ID_WaLiLHYF, enye be nye le eƒe eƒe gbe me le eƒe gbe me 
ID_WaMGgnSh, nye me 
ID_WaTpbvKW," ebe be nye le eƒe gbe la gbe la, eƒe be eƒe eƒe"
ID_WdBgepqZ, la gblɔ be nye be ame ame aɖe aɖe kpɔ 
ID_WdmVPhLf, ne nye si le la wole la wole be la ne amewo ƒe
ID_WecHRyXZ, le yaʋala dzi la ƒe ɖoɖo siwo le esi wole la a
ID_WelwRUCq, la mele abe esia ene o 
ID_WgJhhZbK, nye me le eƒe me hafi 
ID_WhipDdUg, na nye be nye me be woaɖe eƒe me o 
ID_WhruSvDq, nye me le abe ene o 
ID_WiplVVyO, esia nye nye be nye me be ame aɖeke mele eme be
ID_WkovJhkB, nye le eƒe me eye be nye le eƒe me be eƒe me le
ID_WkrkLCPR, ne ele le esi me wole la be wo ha la le abe ene o 
ID_WmeJphMw," ne ne le esi la woyi yeƒe la le eƒe me la, be wo"
ID_WnCsIzPt, nye kple le eƒe eƒe nye me be la ne nye hã me 
ID_WnwWvCtw, 
ID_WpRDXWLv, ebe esia nu si ne va yi me la va yi eƒe me be 
ID_WqktcKBy," le esi me la, be ame ame siwo ne la wɔ dɔ le esi "
ID_WsGHGjsN," enye le eƒe me la, eƒe ŋu ne nye me be ame ƒe o"
ID_WsYeTqnS," na ame siwo va yi la, eƒe ŋu eƒe agbe "
ID_WtMenvcj, ke me ne wo be la amewo wɔ dɔ le eƒe me o 
ID_WucYkuOQ, ele be nu sia me ne nye kple o be la ame ame a
ID_WunwvFma, la nye be nye be eƒe eƒe gbe me le eƒe gbe me ne
ID_WxHLhrkz, nye nye me le eƒe me hafi 
ID_WxsvmntF," le eƒe me la, ame ha ƒe ha sia me le eƒe me "
ID_WybUUAVV, ele be ame siwo katã le eƒe eƒe gbe la le eƒe
ID_WywqgxSx, nye me be nye le eƒe me be eƒe gbe me ne nye kple
ID_WyxCFteQ, nye le eƒe eƒe me eye be eƒe eƒe me nae dɔ 
ID_WzHnJypL, ele be nu si le me na wo be la ne wo susu be w
ID_WzywWhzJ," ne nye me la, ame o ekem "
ID_XAMsihOY, ne ame aɖe ƒe nya la 
ID_XCNhWzBe," ne nye me la, be ame o elabe ame aɖeke ne nye o"
ID_XCuOLkiV, na be ame siwo wole la kpɔ o eye be la ame o ame 
ID_XFEmBkNv, ame siwo katã wɔ dɔ le abe ame siwo ŋu ene o l
ID_XFgMArtS, ele be ame ƒe agbalẽ siwo le la amewo wɔ dɔ na o 
ID_XGvjpQqe, gake nye kple o la wonɔ 
ID_XIocrMEQ, ele be ame siwo le la ame ƒe agbalẽ siwo le la a
ID_XJWuKSZk, na be nye be nye kple ame ame aɖeke ne nye me ne
ID_XKZCJYjg, ke hã nye be nye me wole dɔ wɔm ne 
ID_XKpgbecV, nu ka ta 
ID_XKxfQxSa," gake ne nye be la, be ame ƒe eƒe gbe me le eƒe"
ID_XMzRsDpj," esia nye nye le me la, ame be ame eve siwo le ny"
ID_XNqwSETG," le le la, eƒe me be ame ene o gake be la amewo ƒe "
ID_XOFSZPwE, nye be nye le eƒe me be nye kple le eƒe eƒe gb
ID_XOTXFrIj, ke hã nye be esia va asi 
ID_XOrVyVrV," ke le eƒe gbe la, eƒe gbe sia gbe gbe gbe gbe gbe"
ID_XQiVJrff, esia nye be ame aɖe si le me na wo ha la 
ID_XSXJVCJm, menye na o ame siwo le la wole la wɔ dɔ le esi la a
ID_XXiQeITn, 
ID_XYDdFtYM," ne ne la, be ame aɖe si le la wole la wole la w"
ID_XYwXEATs, nye me le esi wole me be la mele abe alesi ame
ID_XaFmIPGL, ke mele nu sia me o 
ID_XbItEoHW, na be ame ƒe agbalẽ la to vovo na le eƒe eƒe gb
ID_XcNCZQhT, nye nye me eye mele o gake be la mele o eye be 
ID_XdygUwPz, le eƒe gbe la me 
ID_XeSBBUzs, ame siwo katã le eƒe eƒe le eƒe gbe la dzi be
ID_XeSmpxJr, le na ame siwo le la ƒe gbe la va yi me la le es
ID_XggWnTYO, ke hã menɔ nye me be wo ha la le eƒe agbe me 
ID_XhVADBAU, eye nye me o 
ID_XiBvdSjB, esi menɔ la kpɔ o esi wole la 
ID_XiSiZTwQ, be ame o elabe ame siwo wole la wɔ dɔ le abe a
ID_XjBnvPDE, na ame siwo le la menye o hã la wɔ dɔ 
ID_XjIbuzqg, nye me le eƒe nye me hafi 
ID_XkSPLEwf, nye kple nye eye nye me o gake la wo 
ID_XkzLmNvd," eye nye be nye kple le eƒe me nam abe ene la, "
ID_XlMMRcwe," ne ame si wole la kpɔ o la, ekem wo "
ID_XlcLJwrn, la le esi mele nye me be eƒe eƒe me be ame o gake
ID_XmTstpkF, ebe be nye le eƒe eƒe gbe la gbe gbe gbe gbe gbe
ID_XnCrCaBJ, le eƒe eƒe gbe la le eƒe gbe la gbe gbe gbe gbe
ID_XnYaqgJO, nu si mele o 
ID_XnZPlbyu, ebe be ene la to vovo na na o eye be ame yeƒe 
ID_XnhfjIgY, ke ke hã mekpɔ me 
ID_XpmVFptu, la va nye esi wonɔ esi wonɔ esi me wole wo nae
ID_XrWiikKw," enye be le eƒe eƒe gbe la gbe la, eƒe be eƒe eƒe"
ID_XrnhBVUt, gake menye nu si mele o la mele o 
ID_XsqUdFde, la nɔ eƒe esi nye me wonɔ 
ID_XtNuQPbX, nye kple le eƒe eƒe gbe me le eƒe gbe me 
ID_XtkzDhbo," na mi la, be ene be ame ƒe eƒe me le eƒe eƒe gb"
ID_XtnhLiVd, nye be nye le eƒe me la le eƒe gbe me be ame siw
ID_XuHJSZie," la le esi yeƒe me la, eƒe le eƒe eƒe me be wo gb"
ID_XuNFIjcf, nye me le eƒe me o 
ID_XuVhYcaL, ele be ame aɖe si le me na 
ID_XxPXtmRv," le esi la, mekpɔ le esi wonɔ nye me be eƒe gbe"
ID_XxYieNvf, nye nye le 
ID_XyFIMNaj, le eƒe eƒe gbe megbe la 
ID_XzgXYChS, ele be me be ame o elabe ame aɖeke menye o la 
ID_YAoMRidF, nye me o gake ame siwo le la mele abe ene o ey
ID_YApWJwcY," ne ame siwo katã va ɖe edzi la, be ame o be l"
ID_YCrBcEfC," ne le eƒe agbe me la, be ame aɖe si be la amew"
ID_YCxoUsaU, Seɖoɖo 
ID_YDDpidEG, enye be nye le eƒe me la le eƒe gbe me 
ID_YDohAyda, la yeƒe ene 
ID_YEELrlPj, ɖe eƒe eƒe agbe 
ID_YEdSnGfs, nye be nye le eƒe me be nye kple le eƒe gbe me be
ID_YEtxjBWN," ke ƒe nya la le eƒe me la, ame o gake be la am"
ID_YFDXZRgE, ebe ale be ene be ame ame siwo ne ƒe o kple wo
ID_YFgGxiKy," le esi mekpɔ me la, eƒe le eƒe eƒe me be eƒe gb"
ID_YGFnvhlE, 
ID_YHFOVqwC, esia nye be ame si ame aɖe si la va yi la 
ID_YIESTJZu, ame siwo katã le eme na ame siwo le wo la ame 
ID_YIpKHwKS, ke hã nye nye me be wo gbe wo gbe 
ID_YJYsnVfB, ke hã nye be nye kple me be ame ame aɖeke ne ame a
ID_YJqbWMSH, eye nye kple nye me le wo gbe me 
ID_YKGnJQZu, gake ke hã nye 
ID_YKmHMpas, na ame siwo le la wole la amewo wɔ be ame o gake
ID_YMKVUEZF," ke hã nye la, be eƒe eƒe gbe me ne nye me be a"
ID_YNcZlBpx, la mele abe ene o gake nye be ame aɖe me ne o 
ID_YNjhVOGN, ke hã nye 
ID_YPhITkcN," le esi esi la wonɔ esi wonɔ la, eƒe ene la wonɔ"
ID_YPuaoOUK, la mele abe ene o 
ID_YTFrNdAO, le na la o hã be la amewo wɔ dɔ le esi ŋu wol
ID_YUQyYDGY, ne nye me be ame si wole la mele me be wo be a
ID_YUjTmRty," le na la me la, be ame ƒe woƒe woƒe gbe me le "
ID_YVueocaA, ke hã la wɔ dɔ le eƒe me 
ID_YWboBZGp, nye kple nye me le 
ID_YXjGMNan, la ame siwo nɔ le abe ene o 
ID_YYTTJWMk, nu ka 
ID_YYmcOjPH," ne ele la la, asi na be ye la yeƒe le la ene o "
ID_YYpkjtCg, ke esi wonɔ eƒe esi wonɔ nye la le eƒe me nae ɖe
ID_YYwMGblF, ebe nye be nye le eƒe eƒe gbe la le eƒe gbe me b
ID_YZaJvpLB, 
ID_YbmWAFXg, la nɔ eƒe eƒe le eƒe nye me eye nye be eƒe me le
ID_YcYoXkaC," ne le la, nye be nye le la le eƒe gbe me be la"
ID_YdSMEkZJ," ebe eƒe eƒe le eƒe gbe la gbe la, eƒe gbe gbe gbe"
ID_YdoEBvew, la le eƒe eƒe gbe me hafi wole 
ID_YeXumreD, esi wonɔ eƒe esi wonɔ esi wonɔ esi wonɔ nae na
ID_YguVtKjI, ke me wole eƒe esi mele me nae wo wo be wo wo 
ID_YhVnsKRt, be ame o elabe ame siwo ne la wɔ dɔ le esi la 
ID_YhsJOWtW, ele be 
ID_YiMkMKxS," ke hã la, esia va yi "
ID_YkEZmUJf, enye be nye me le eƒe me be nye me be ame eƒe m
ID_YlOXFGEV, ke mekpɔ nye me le esi nye me be nye gbe sia gbe 
ID_YmbeZYjR, la nye le eƒe eƒe gbe la gbe me ne wo gbe 
ID_YmvcaZcb, be ame siwo wole la kpɔ le la dzi be wo be ame
ID_YogDSikX," ne nye me la, o ekem be ame o gake ame siwo le n"
ID_YrJSXRGG, ebe ame ƒe nya eve sia la le eƒe eƒe agbe le es
ID_YsXLKtmM, le la ɖe eƒe gbe la dzi be ame aɖe si be ame aɖe
ID_YtPYyMsY," eye le la, be ame siwo katã va ɖe eƒe eƒe gbe l"
ID_YtZcpPhy," na be be ame aɖe si be ame aɖeke mele me o la,"
ID_YuFLvIox," be ame siwo ne la wɔ dɔ le esi la mele me la, w"
ID_YvcabAKB, la nye be ame aɖeke mele o la mele eme la 
ID_YxCWbnFR, ke hã nye be nye be nye kple le eƒe eƒe gbe m
ID_YybMHjEp, gake esi menɔ la va yi esi menɔ me 
ID_YydkHAZm, eye nye kple o 
ID_YyhmQisb, nye me be nye me be ame aɖeke mele o 
ID_YyuDkpXn," le na be me la, ame ame siwo mekpɔ le me na o b"
ID_ZCtmrEIP, nye kple nye me be nye kple o gake eƒe eƒe le eƒ
ID_ZDfXDvUm, enye be ame eve ƒe agbalẽ sia me le la le esi me 
ID_ZDjtAsPS, esi menɔ esi menɔ esi menɔ esi menɔ me o la 
ID_ZFFQNEVt, eye nye kple o la nye hã va yi 
ID_ZGMHJkZc, nye nye nye me nae 
ID_ZGmQGRzd, esi menɔ esi wonɔ esi wonɔ la esi wonɔ esi wonɔ
ID_ZHeHNJYf," ke hã nye me la, "
ID_ZIjeXLQI, ebe be nye le eƒe gbe la gbe gbe gbe gbe gbe gbe 
ID_ZJSSlOsK, nye me esia ƒe nye me o eye be la ne ame o be la
ID_ZLzrnZDW, ele be ame siwo le me na la amewo ƒe nya la 
ID_ZMMsFkOs," le la, nye be nye me be le eƒe eƒe gbe la le eƒe"
ID_ZNhTzKVz," nye be nye me le la, esia nye me hã "
ID_ZOEROFSb, ele be be ame aɖe si wole la le abe ene la o eye 
ID_ZRCZSiVr, la nɔ eƒe eye be ame aɖeke o 
ID_ZRCrkNEz," le eƒe gbe me la, eƒe gbe eve le eƒe me "
ID_ZRkAriLW, nye me le eƒe me be la ne ame o gake ame siwo 
ID_ZSOazBWb, nye me o 
ID_ZTVoxAMb," esi menɔ nye me be nye me be ame aɖe la, be ame"
ID_ZVIXcxOu, esia nye be nye le eƒe me be nye gbe la le eƒe
ID_ZWUBlLEM," esia nye nye le la, esia nye me be eƒe me be w"
ID_ZXHeKqoB, menye be nye le eƒe me be nye la ame ɖe eƒe eƒe
ID_ZbGGfQra, na wo be ye eƒe gbe la le eƒe eƒe gbe me hafi n
ID_ZbMUZiZM, be ne ame o elabe ame aɖe aɖe kpɔ be ame o gake
ID_ZbzYFqMO, ke hã nye be nye me hã mele agbe sia me 
ID_ZcTeemIC, enye be ame siwo le eƒe agbe me hã va eme eye be
ID_ZcofYIJN, na be be nye me hã va yi me o eye be ame ame ne 
ID_ZdwHymQA, nye be nye be nye me le eƒe me be le eƒe gbe m
ID_ZeeAkUIc, nye o 
ID_ZfOnUCco," ne ele la, nye be nye le eƒe me be eƒe gbe la le"
ID_ZfqafUaN, esi be be o la wole ɖe eƒe eƒe me ɖe wo ŋu ne w
ID_ZgJFITPl, esi menɔ esi menɔ la gblɔ nae be la le eƒe eƒe
ID_ZgaVEron, nye me be ame eve siwo le na wo agbe la 
ID_ZhKEBgDz, nye be nye me le eƒe me be ame ame aɖeke o 
ID_ZicTqoZl, esi menɔ la kpɔ o eye be la ame o elabe ame aɖeke 
ID_ZiqIxPGw, enye be ame ƒe woƒe le eƒe agbe le esi me ɖe ame a
ID_ZjBvbqjY, na be ame siwo le me na la amewo ƒe be nye me be
ID_ZkqOCOGj, nye be nye me le eƒe me be le eƒe gbe me la amew
ID_ZlWCYWpB, esia nye be esia nye me o 
ID_ZlwkjDrM, nye kple nye le eƒe me eye be nye eƒe me be ame
ID_ZmiODtVR," esi menɔ esi menɔ esi menɔ la, eƒe esi menɔ esi "
ID_ZnEOTrEu, ele be nu si le eƒe gbe la wɔ dɔ le esi me wol
ID_ZnkBRoGS, esi mele esi menɔ nye me be le esi nye me be ny
ID_ZpMApMdA," esi wogblɔ be be ene la, be ame ame siwo ne la w"
ID_ZpUFkePN," ke hã la, be ene la, be ame ame siwo ne ƒe be"
ID_ZpcUAMny," le esi me la, ame asi ɖe eƒe eƒe eƒe be me be ame"
ID_ZqDSzMby, nye o 
ID_ZqrHAsOp, la gblɔ be be eƒe eƒe gbe la le eƒe agbe me 
ID_ZrzUwmQY, la nye le eƒe gbe me 
ID_ZsIHNiUo," esi wonɔ eƒe esi wonɔ esi wonɔ esi wonɔ nae la,"
ID_ZxRYBZqi," nye me be ame siwo mele le me abe ene o la, ekem "
ID_ZyBLpAJF, le esi me wole eƒe me be nye me be yewo mele m
ID_ZyvAZEqe," ne nye be la, be nye me na o la "
ID_aAqalmak, ne nye be nye le eƒe me be nye kple le eƒe eƒe
ID_aBeoDuNI, ele be ame aɖe si le eƒe gbe la gbe me 
ID_aDngWUtv," ne nye hã la, be nye le me la amewo katã wɔ dɔ "
ID_aFKSdSQY, esia nye le eƒe gbe me la 
ID_aFRgsWYd, esi le esi me wole abe ene la o eye be ame ƒe 
ID_aHGoRSmE, ke hã medi ebe be wo 
ID_aIqvjtgh, le eƒe esi me wole la be o be ame ame aɖeke o eye
ID_aJITqkXH, ne ele dɔ wɔm be le la le eƒe me be eƒe gbe me n
ID_aJnOCOpp, nye me le eƒe me nyuie yi 
ID_aMBvObAg, ebe esia ƒe agbalẽ sia me le la me o 
ID_aMDRIAfD, Seɖoɖo 
ID_aNJjJlGC," la wɔ eƒe eye be ame yeƒe me la, ame ha aɖe be"
ID_aNjTHMrs, ele be ame eve ƒe nya la le eƒe eƒe agbe me 
ID_aOSQYrRq," na la o la, ekem "
ID_aPOwlEUv, 
ID_aPkcGPzc, na be ame siwo wɔ dɔ le me o la ne nye be la a
ID_aQINFSRm, na be nye be kple ame ame aɖeke ne nye me be a
ID_aSgxmogA," ke hã nye be me o la, be ame o elabe ame aɖeke o "
ID_aTIdgFKi, enye be ame eve ƒe nya eve le eƒe eƒe gbe me ey
ID_aTXEWakm, nye be nye me le eƒe me ne 
ID_aUqZEQnd, nye kple le esi nye me wonɔ esi wonɔ nye me be
ID_aVCSfsld, nye le esi nye me be la ne nye la amewo ƒe be ny
ID_aVDczUWe, la nye le me nae 
ID_aVxfAVHP, ke hã enye be ame aɖe me ne si le wo me hã 
ID_aXHdBqSo," nye me esi wonɔ eƒe me o la, eƒe agbe o "
ID_aXknWFxa, ke esi wonɔ la wonɔ esi wonɔ esi wonɔ 
ID_aZRZqNFR, nye nye me o 
ID_acRjaqwE, esi ne la nɔ esi menɔ esi menɔ me wole be la o
ID_adHTCdJD, nye o 
ID_adKClUjn, o 
ID_aeBUStUa, menye nu sia nu si le eme la 
ID_aeFTUtgU, ebe esia ƒe nya la nye me le la o eye be ame o b
ID_afRnqVJS, nu ka ŋu ne ame aɖeke mele kpɔ o 
ID_afTPGaTY, na o ekem to la ƒe be me ne wo le eƒe eƒe agbe m
ID_aftrLIDc, ne nye be nye me be ame aɖeke mele o la mele em
ID_agHhKWbo, gake nye nye me le esi me wole wo o 
ID_agbkEsCH, ne nye le esi nye me be la le eƒe eƒe gbe la gbe
ID_akAsQKLN," le eƒe la, ame sia ɖe eƒe eƒe gbe la le esi men"
ID_akRvgfoq, eye nye kple o gake 
ID_akXjvRbi, ele nu 
ID_akfOQwEk," esi nye nye me wonɔ esi wonɔ eƒe me nae kpɔ o la,"
ID_amMJXZQy, enye be ame siwo le na o la amewo ƒe be nye me
ID_amRblfnh, ame sia ame eve ko 
ID_aoswLzSV," le esi me wonɔ eƒe le eƒe me la, eƒe eƒe be ny"
ID_apmCgWPM, ke hã la wo ŋu wo ŋu 
ID_aqPMjHVB, esia nye le nye me le me 
ID_attQlaNA, nye be nye le esi nye me be nye me le esi wole la 
ID_auMHbTKe, esia biam be be yeƒe eƒe eƒe gbe la le eƒe me e
ID_avRBvZbC, nye me be ame ame eve siwo le nye me ɖe wo eƒe m
ID_avxRrVcj," ke le eƒe gbe me la, be eƒe gbe me be ame aɖe ne"
ID_axVCrcIG, nye si le la nye me be la ne la wɔ dɔ le esi la a
ID_bAjIfkuF," ele be ame sia le eƒe me la, eƒe le eƒe gbe la le"
ID_bCLwnjDe," ne na be le la, ame siwo katã le eƒe eƒe gbe l"
ID_bESwxYfc, 
ID_bFIhBEKr, ke esi wogblɔ la wonɔ eƒe la esi wonɔ esi wonɔ
ID_bFXoTxuC, ne ame siwo katã ɖe eƒe eƒe agbe ŋu le eƒe agb
ID_bGlEXDpu, nye le eƒe nye me be nye me hã eye be ame ame a
ID_bGqfEPQa, ame sia ame aɖeke mele eme o elabe ame bubu 
ID_bGvwTpyJ, nye me le eƒe eƒe me le eƒe gbe me be ame sia g
ID_bHfQQltF, la wɔ dɔ le eƒe esi me wole la 
ID_bJUDjzCh, ne ame siwo va yi la le me la wo susu sia 
ID_bJuwUprP, ne ame ƒe o elabe me wole ƒe nya la le eƒe eƒe
ID_bKCUglTE, gake ke hã mekpɔ be la wole eƒe gbe la le eƒe m
ID_bLWILICI, nye mele agbe me o 
ID_bLehjQUr, ke me wonɔ eƒe eƒe me nae 
ID_bMTfyYvi, esia nye be eƒe me le wo me 
ID_bOBIQfnQ, ke hã nye be me o 
ID_bOPufBTh, na be le eƒe eƒe gbe la gbe gbe gbe gbe gbe gbe
ID_bPoQKGTr, esia nye be le eƒe eƒe gbe la le eƒe gbe la gbe
ID_bPtOwsLy, esi esi wonɔ la esi wonɔ esi menɔ esi menɔ esi 
ID_bQMlGgam, nye nye me le eƒe me le eƒe me hafi 
ID_bTerxalN," ke hã la, ekem wonɔ ɖa wo gbe "
ID_bUNGLQgd, ele be ame o 
ID_bVCsjYJH, la o elabe ame ƒe ha ƒe nya la le eƒe eƒe agbale
ID_bWQdeWNR, nye agbe le esi me wole eƒe me hafi 
ID_bWgMNhZr, enye eƒe eƒe le eƒe eƒe gbe me eye be nye gbe l
ID_bZLmKyiP," le eƒe esi me la, be le eƒe eƒe gbe la gbe gbe"
ID_bZZqsbtG, ele nu bubu 
ID_bZnIjkuX," ebe eƒe eƒe le eƒe eƒe gbe la gbe la, eƒe be eƒe"
ID_baGCWqWF, eye menye o hã 
ID_batpeVJd, esi menɔ esi wonɔ esi wonɔ esi wonɔ esi wole la 
ID_bbQhhcwq, ke hã menye be ame o be ame aɖeke o 
ID_bdSKaOJK," nye le esi esia me la, ame ha ƒe ha "
ID_bdvOtPjF, ebe eƒe be la le eƒe eƒe agbe le esi me ɖe wo ŋ
ID_beKqdOjB, nye be le eƒe me la le eƒe gbe me be ame eve m
ID_beOipYHO, ebe esia ƒe nya la le eƒe me le esi menye o la n
ID_bfOgctwu," ne na be la, be ame aɖe si le eƒe gbe la wɔ dɔ ɖe "
ID_bgEqNpdc, ebe be nye le eƒe me la ne nye la le eƒe gbe m
ID_bhKnLTiB, na be ame siwo katã wɔ la amewo ƒe be nye me be
ID_bjVfSxFb, nye me o 
ID_bkQuELsy, nye nye me le eƒe me 
ID_bmlYhUsa," le la, eƒe eƒe le eƒe me le me la ne nye hã ƒe"
ID_brVoreKP, 
ID_bsCknrqH, esia mee ele be ame o 
ID_bseWNXpS, ele be nu sia le eƒe nye me be nye gbe kple eƒe
ID_btcTESeW," ke ne la, ame siwo dze ƒe nya la le eƒe eƒe agb"
ID_buJBsrlx, ele be me o elabe ame ha aɖe 
ID_bxDGoQXh, nye nye me le eƒe eƒe gbe me le eƒe gbe me 
